ID_PRODUCTO;CLAVE_LADA_CLIENTE;CONTACTO;CONTACTO_EFECTIVO;INTENCION_COMPRA;DURACION_LLAMADA;INICIO_LLAMADA;FIN_LLAMADA;PROPENSION_CLIENTE;GENERO_ASESOR;FECHA_NACIMIENTO_ASESOR;JORNADAS;ANTIGUEDAD_ASESOR;GENERO_CLIENTE;EDAD_CLIENTE;FECHA_ANTIGUEDAD_CLIENTE;NUMERO_PRODUCTOS;NIVEL_RENTA
TDC;333;SI;SI;NO;0:03:51;18/05/2020 10:19;18/05/2020 10:23;ALTA;M;1/01/1990;32;66;F;56;31/03/2011;2;RENTA_MEDIA_BAJA
TDC;999;SI;SI;NO;0:00:23;14/05/2020 9:48;14/05/2020 9:48;MUY ALTA;M;1/01/1994;45;42;M;30;23/03/1993;4;RENTA_MUY_ALTA
TDC;554;SI;SI;NO;0:00:18;22/05/2020 9:53;22/05/2020 9:54;MUY ALTA;H;1/01/2000;29;3;F;49;27/08/2015;5;RENTA_MEDIA_ALTA
TDC;248;SI;SI;NO;0:00:41;27/03/2020 14:59;27/03/2020 14:59;MUY ALTA;M;1/01/1998;33;18;M;50;1/08/2019;2;RENTA_MEDIA_BAJA
TDC;686;SI;SI;NO;0:04:01;26/05/2020 15:51;26/05/2020 15:55;MUY ALTA;M;1/01/1959;18;42;M;36;1/04/2019;2;RENTA_MEDIA_ALTA
TDC;551;SI;SI;NO;0:03:52;27/05/2020 9:35;27/05/2020 9:39;MUY ALTA;M;1/01/1982;35;5;M;42;27/07/2011;3;RENTA_MEDIA_BAJA
TDC;557;SI;SI;NO;0:00:32;27/05/2020 12:14;27/05/2020 12:15;ALTA;M;1/01/1963;35;78;F;29;2/08/2012;3;RENTA_ALTA
TDC;229;SI;SI;NO;0:00:41;26/05/2020 16:53;26/05/2020 16:54;ALTA;M;1/01/1993;34;30;F;55;14/12/2001;3;RENTA_ALTA
TDC;821;SI;SI;NO;0:01:20;1/04/2020 10:52;1/04/2020 10:53;ALTA;H;1/01/1998;35;18;F;27;6/01/2015;4;RENTA_MEDIA_ALTA
TDC;461;SI;SI;NO;0:01:24;1/04/2020 10:53;1/04/2020 10:54;ALTA;M;1/01/1961;28;30;M;39;24/10/2012;4;RENTA_MUY_ALTA
TDC;866;SI;SI;NO;0:04:26;26/05/2020 15:09;26/05/2020 15:14;MEDIA ALTA;H;1/01/1994;51;78;F;29;30/11/2017;2;RENTA_MEDIA_BAJA
TDC;662;SI;SI;NO;0:01:51;26/05/2020 15:21;26/05/2020 15:23;MEDIA BAJA;M;1/01/1999;26;42;M;49;6/11/2009;2;RENTA_MEDIA_ALTA
TDC;557;SI;SI;NO;0:00:52;27/05/2020 9:53;27/05/2020 9:54;MUY ALTA;H;1/01/1984;26;3;M;26;15/07/2015;2;RENTA_MEDIA_BAJA
TDC;656;SI;SI;NO;0:00:54;29/05/2020 16:16;29/05/2020 16:17;MEDIA ALTA;H;1/01/1992;45;5;F;45;15/11/2013;2;RENTA_MEDIA_BAJA
TDC;932;SI;SI;NO;0:00:00;29/05/2020 16:48;29/05/2020 16:48;MEDIA ALTA;H;1/01/1997;40;30;F;57;24/04/2018;2;RENTA_MUY_ALTA
TDC;811;SI;SI;NO;0:01:12;29/05/2020 11:41;29/05/2020 11:42;MEDIA ALTA;H;1/01/1998;35;18;M;45;8/10/2008;3;RENTA_ALTA
TDC;772;SI;SI;NO;0:00:50;29/05/2020 12:44;29/05/2020 12:45;MEDIA ALTA;M;1/01/1984;0;10;M;30;26/04/2011;3;RENTA_MEDIA_ALTA
TDC;958;SI;SI;NO;0:00:22;29/05/2020 11:50;29/05/2020 11:51;MEDIA BAJA;M;1/01/1975;21;139;F;56;7/03/2014;1;RENTA_MEDIA_ALTA
TDC;436;SI;SI;NO;0:01:20;29/05/2020 11:52;29/05/2020 11:54;ALTA;M;1/01/2000;35;18;M;32;14/06/2016;3;RENTA_ALTA
TDC;333;SI;SI;NO;0:00:56;29/05/2020 11:52;29/05/2020 11:53;MEDIA ALTA;M;1/01/1999;27;3;F;35;20/09/2007;1;RENTA_ALTA
TDC;448;SI;SI;NO;0:00:42;29/05/2020 12:11;29/05/2020 12:11;MEDIA BAJA;M;1/01/1994;41;91;;;;;
TDC;744;SI;SI;NO;0:00:59;29/05/2020 14:01;29/05/2020 14:02;MEDIA ALTA;H;1/01/1997;40;30;M;57;4/02/2011;1;RENTA_MEDIA_ALTA
TDC;553;SI;SI;NO;0:03:17;29/05/2020 13:25;29/05/2020 13:28;MEDIA ALTA;M;1/01/1996;2;52;M;44;22/07/2005;2;RENTA_ALTA
TDC;551;SI;SI;NO;0:00:21;31/03/2020 13:59;31/03/2020 13:59;ALTA;M;1/01/1992;40;42;M;57;18/07/2013;5;RENTA_MEDIA_ALTA
TDC;553;SI;SI;NO;0:00:17;30/03/2020 14:01;30/03/2020 14:02;SIN PROPENSIÓN;H;1/01/1987;57;149;F;28;13/09/2016;2;RENTA_MEDIA_ALTA
TDC;222;SI;SI;NO;0:00:43;30/03/2020 14:02;30/03/2020 14:02;MUY ALTA;H;1/01/2001;23;3;M;29;22/02/2016;2;RENTA_MUY_ALTA
TDC;622;SI;SI;NO;0:02:18;30/03/2020 14:03;30/03/2020 14:05;MUY ALTA;-1;1/01/2020;19;0;M;47;13/07/2017;2;RENTA_MEDIA_ALTA
TDC;233;SI;SI;NO;0:01:23;26/03/2020 14:01;26/03/2020 14:02;MEDIA ALTA;M;1/01/1978;59;9;F;50;27/03/2013;3;RENTA_BAJA
TDC;227;SI;SI;NO;0:00:58;25/05/2020 17:24;25/05/2020 17:24;MEDIA ALTA;H;1/01/1994;45;42;M;42;14/09/2010;3;RENTA_MEDIA_BAJA
TDC;664;SI;SI;NO;0:06:06;31/03/2020 10:15;31/03/2020 10:21;ALTA;M;1/01/2001;17;3;F;54;25/05/2010;4;RENTA_ALTA
TDC;556;SI;SI;NO;0:00:32;31/03/2020 13:21;31/03/2020 13:21;ALTA;H;1/01/1984;26;3;M;40;20/07/2006;2;RENTA_ALTA
TDC;558;SI;SI;SI;0:02:35;30/03/2020 14:30;30/03/2020 14:33;SIN PROPENSIÓN;H;1/01/1964;39;78;M;26;18/09/2019;4;RENTA_MEDIA_ALTA
TDC;917;SI;SI;NO;0:00:51;30/03/2020 12:41;30/03/2020 12:42;MEDIA ALTA;M;1/01/1980;35;91;M;41;22/08/2008;3;RENTA_ALTA
TDC;553;SI;SI;NO;0:00:40;30/03/2020 12:42;30/03/2020 12:43;MEDIA BAJA;M;1/01/1998;33;18;M;54;12/02/2014;2;RENTA_ALTA
TDC;733;SI;SI;NO;0:01:10;30/03/2020 13:08;30/03/2020 13:09;MEDIA ALTA;H;1/01/1993;47;54;M;57;30/05/2011;2;RENTA_MEDIA_BAJA
TDC;614;SI;SI;NO;0:01:05;25/05/2020 14:44;25/05/2020 14:45;ALTA;M;1/01/1996;38;42;F;42;13/12/2002;4;RENTA_ALTA
TDC;555;SI;SI;NO;0:00:27;20/05/2020 10:15;20/05/2020 10:16;MEDIA ALTA;-1;1/01/2020;18;0;M;52;23/12/2005;3;RENTA_MUY_ALTA
TDC;443;SI;SI;NO;0:00:54;19/05/2020 12:03;19/05/2020 12:03;ALTA;M;1/01/1994;29;42;F;46;28/01/2005;3;RENTA_BAJA
TDC;442;SI;SI;NO;0:06:26;19/05/2020 12:03;19/05/2020 12:09;MUY ALTA;H;1/01/1964;39;78;M;25;26/07/2013;2;RENTA_MEDIA_ALTA
TDC;222;SI;SI;NO;0:00:41;30/03/2020 15:06;30/03/2020 15:07;MEDIA ALTA;M;1/01/1986;42;54;M;57;18/05/2005;4;RENTA_MEDIA_BAJA
TDC;813;SI;SI;NO;0:01:03;30/03/2020 15:07;30/03/2020 15:08;MUY ALTA;M;1/01/1985;52;150;M;45;19/10/2007;2;RENTA_MEDIA_ALTA
TDC;961;SI;SI;SI;0:04:00;30/03/2020 15:07;30/03/2020 15:11;ALTA;M;1/01/2001;43;18;F;29;7/01/2014;6;RENTA_ALTA
TDC;967;SI;SI;NO;0:01:15;31/03/2020 12:35;31/03/2020 12:36;MEDIA ALTA;M;1/01/1967;34;5;M;55;29/01/2013;1;RENTA_MEDIA_ALTA
TDC;333;SI;SI;NO;0:01:22;26/05/2020 9:26;26/05/2020 9:27;MUY ALTA;M;1/01/1975;43;66;F;31;8/06/2016;2;RENTA_ALTA
TDC;551;SI;SI;NO;0:01:38;19/05/2020 14:08;19/05/2020 14:10;ALTA;M;1/01/1995;40;30;M;44;26/03/2010;5;RENTA_MUY_ALTA
TDC;333;SI;SI;NO;0:04:12;19/05/2020 15:48;19/05/2020 15:52;MEDIA BAJA;M;1/01/1996;33;66;M;41;16/12/2003;2;RENTA_MEDIA_ALTA
TDC;811;SI;SI;NO;0:06:20;19/05/2020 15:48;19/05/2020 15:54;MEDIA BAJA;M;1/01/1963;35;78;F;43;19/11/2005;2;RENTA_MEDIA_BAJA
TDC;477;SI;SI;NO;0:00:45;18/03/2020 10:32;18/03/2020 10:33;SIN PROPENSIÓN;M;1/01/1990;45;5;M;29;9/04/2016;4;RENTA_MUY_ALTA
TDC;452;SI;SI;NO;0:03:20;18/03/2020 12:29;18/03/2020 12:32;MEDIA BAJA;M;1/01/1988;52;157;F;59;7/09/2001;1;RENTA_MEDIA_BAJA
TDC;231;SI;SI;NO;0:00:39;31/03/2020 11:23;31/03/2020 11:24;MUY ALTA;M;1/01/2020;22;0;M;36;18/09/1998;4;RENTA_MUY_ALTA
TDC;553;SI;SI;NO;0:01:38;31/03/2020 9:31;31/03/2020 9:33;SIN PROPENSIÓN;M;1/01/1998;59;16;F;28;8/08/2012;3;RENTA_MEDIA_ALTA
TDC;861;SI;SI;NO;0:02:52;19/05/2020 12:12;19/05/2020 12:15;SIN PROPENSIÓN;M;1/01/2020;23;0;F;25;14/03/2012;4;RENTA_ALTA
TDC;686;SI;SI;NO;0:01:04;19/05/2020 12:14;19/05/2020 12:15;MEDIA ALTA;M;1/01/1994;35;66;M;47;19/01/2004;3;RENTA_ALTA
TDC;443;SI;SI;NO;0:01:19;19/05/2020 13:18;19/05/2020 13:20;ALTA;H;1/01/1994;42;30;M;33;30/10/2012;2;RENTA_MEDIA_ALTA
TDC;664;SI;SI;NO;0:00:31;19/05/2020 11:01;19/05/2020 11:02;ALTA;H;1/01/1964;39;78;F;41;31/03/2016;1;RENTA_MEDIA_ALTA
TDC;553;SI;SI;NO;0:02:06;31/03/2020 12:03;31/03/2020 12:05;ALTA;H;1/01/1994;44;66;M;42;10/06/2015;1;RENTA_MUY_ALTA
TDC;871;SI;SI;NO;0:01:29;31/03/2020 12:05;31/03/2020 12:06;ALTA;H;1/01/1994;45;42;M;41;1/08/2008;2;RENTA_MEDIA_ALTA
TDC;553;SI;SI;NO;0:01:00;19/05/2020 13:52;19/05/2020 13:53;MUY ALTA;M;1/01/1987;45;30;F;23;21/05/2010;3;RENTA_MEDIA_BAJA
TDC;833;SI;SI;NO;0:02:10;19/05/2020 13:52;19/05/2020 13:54;MEDIA BAJA;M;1/01/1998;41;42;F;45;19/08/2015;2;RENTA_ALTA
TDC;966;SI;SI;SI;0:18:52;19/05/2020 15:17;19/05/2020 15:36;MEDIA ALTA;M;1/01/1987;28;78;M;45;16/10/2011;1;RENTA_ALTA
TDC;555;SI;SI;NO;0:00:34;19/05/2020 15:19;19/05/2020 15:19;MEDIA ALTA;M;1/01/1994;29;66;F;49;10/09/2004;4;RENTA_ALTA
TDC;331;SI;SI;NO;0:01:06;30/03/2020 9:28;30/03/2020 9:30;MEDIA BAJA;M;1/01/1995;22;42;M;26;23/01/2020;3;RENTA_ALTA
TDC;333;SI;SI;NO;0:01:12;30/03/2020 9:42;30/03/2020 9:43;MUY ALTA;M;1/01/1999;30;42;M;28;14/11/2013;5;RENTA_MEDIA_ALTA
TDC;667;SI;SI;NO;0:00:18;20/05/2020 13:19;20/05/2020 13:19;MUY ALTA;H;1/01/1992;46;103;M;38;17/08/2017;3;RENTA_MUY_ALTA
TDC;553;SI;SI;NO;0:00:37;30/03/2020 9:44;30/03/2020 9:44;MEDIA BAJA;M;1/01/1995;33;54;F;56;8/01/2020;2;RENTA_MUY_ALTA
TDC;558;SI;SI;NO;0:00:44;30/03/2020 12:21;30/03/2020 12:22;MUY ALTA;H;1/01/2001;60;9;M;31;2/06/2009;2;RENTA_MEDIA_ALTA
TDC;797;SI;SI;NO;0:01:12;27/03/2020 10:12;27/03/2020 10:13;MEDIA ALTA;H;1/01/2000;27;5;F;36;3/04/2012;4;RENTA_MEDIA_ALTA
TDC;553;SI;SI;NO;0:00:19;22/05/2020 11:10;22/05/2020 11:10;MEDIA BAJA;M;1/01/2001;28;3;F;54;29/03/2001;2;RENTA_MEDIA_ALTA
TDC;557;SI;SI;NO;0:01:42;21/05/2020 16:38;21/05/2020 16:40;SIN PROPENSIÓN;M;1/01/1991;20;54;M;54;11/01/2019;3;RENTA_MEDIA_ALTA
TDC;556;SI;SI;SI;0:16:30;27/03/2020 9:55;27/03/2020 10:11;ALTA;M;1/01/1973;21;66;F;32;29/12/2012;3;RENTA_ALTA
TDC;552;SI;SI;NO;0:02:01;22/05/2020 10:03;22/05/2020 10:05;ALTA;M;1/01/1995;51;18;M;42;26/07/2006;2;RENTA_ALTA
TDC;656;SI;SI;NO;0:01:04;20/05/2020 14:48;20/05/2020 14:49;ALTA;M;1/01/1999;27;3;F;57;15/11/2006;3;RENTA_MEDIA_ALTA
TDC;222;SI;SI;NO;0:01:52;20/05/2020 16:50;20/05/2020 16:52;MEDIA ALTA;M;1/01/1963;35;78;M;54;16/11/2011;2;RENTA_ALTA
TDC;331;SI;SI;NO;0:04:13;20/05/2020 12:21;20/05/2020 12:25;MEDIA ALTA;M;1/01/1996;39;42;F;58;3/03/2017;1;RENTA_MEDIA_ALTA
TDC;474;SI;SI;SI;0:13:14;28/03/2020 10:09;28/03/2020 10:22;ALTA;H;1/01/1994;45;42;F;53;4/07/2002;3;RENTA_MEDIA_BAJA
TDC;442;SI;SI;NO;0:01:17;28/03/2020 10:09;28/03/2020 10:10;MEDIA ALTA;H;1/01/1993;47;54;M;40;26/05/2004;1;RENTA_MEDIA_ALTA
TDC;812;SI;SI;NO;0:02:11;28/03/2020 10:56;28/03/2020 10:59;MEDIA ALTA;M;1/01/1980;35;91;F;59;12/06/2008;1;RENTA_MEDIA_ALTA
TDC;951;SI;SI;NO;0:01:26;27/03/2020 9:17;27/03/2020 9:18;MEDIA ALTA;M;1/01/1965;41;30;M;36;6/01/2017;2;RENTA_BAJA
TDC;222;SI;SI;NO;0:01:41;27/03/2020 9:17;27/03/2020 9:19;MUY ALTA;M;1/01/1996;37;54;M;33;2/11/2013;3;RENTA_ALTA
TDC;415;SI;SI;NO;0:00:30;27/03/2020 9:32;27/03/2020 9:33;ALTA;M;1/01/1999;32;5;F;49;1/01/1998;3;RENTA_ALTA
TDC;331;SI;SI;NO;0:01:38;20/05/2020 13:42;20/05/2020 13:43;MUY ALTA;M;1/01/1999;5;25;F;35;3/09/2010;2;RENTA_MEDIA_ALTA
TDC;993;SI;SI;NO;0:02:34;20/05/2020 12:39;20/05/2020 12:41;MEDIA ALTA;M;1/01/1997;0;37;M;50;15/01/2002;2;RENTA_ALTA
TDC;782;SI;SI;NO;0:00:36;30/03/2020 13:22;30/03/2020 13:22;MUY ALTA;H;1/01/1964;39;78;M;31;17/08/2011;2;RENTA_ALTA
TDC;449;SI;SI;NO;0:00:49;30/03/2020 15:53;30/03/2020 15:54;MUY ALTA;M;1/01/1994;29;66;M;58;25/09/2017;4;RENTA_ALTA
TDC;919;SI;SI;NO;0:01:08;30/03/2020 15:54;30/03/2020 15:55;MUY ALTA;M;1/01/1995;27;3;F;57;20/05/2016;5;RENTA_ALTA
TDC;556;SI;SI;NO;0:00:08;23/05/2020 10:45;23/05/2020 10:45;MEDIA ALTA;M;1/01/1993;43;54;M;39;21/01/2011;2;RENTA_ALTA
TDC;556;SI;SI;NO;0:00:26;22/05/2020 12:00;22/05/2020 12:00;MUY ALTA;M;1/01/1967;35;5;M;27;19/12/2009;4;RENTA_MEDIA_BAJA
TDC;442;SI;SI;NO;0:01:13;22/05/2020 11:23;22/05/2020 11:24;MUY ALTA;M;1/01/1996;38;66;M;48;20/07/2017;2;RENTA_ALTA
TDC;443;SI;SI;NO;0:02:30;22/05/2020 15:55;22/05/2020 15:57;MEDIA ALTA;M;1/01/1995;44;42;M;29;1/09/2015;3;RENTA_MEDIA_BAJA
TDC;229;SI;SI;NO;0:00:52;30/03/2020 13:04;30/03/2020 13:05;MEDIA ALTA;M;1/01/1998;33;42;F;32;27/05/2011;4;RENTA_MEDIA_ALTA
TDC;614;SI;SI;NO;0:00:54;30/03/2020 13:06;30/03/2020 13:07;ALTA;M;1/01/1998;33;18;M;25;6/01/2016;1;RENTA_BAJA
TDC;552;SI;SI;NO;0:00:44;22/05/2020 10:59;22/05/2020 10:59;SIN PROPENSIÓN;M;1/01/1979;41;152;F;29;7/05/2019;2;RENTA_BAJA
TDC;331;SI;SI;NO;0:00:00;22/05/2020 15:02;22/05/2020 15:02;ALTA;H;1/01/1984;26;3;F;50;1/01/2007;2;RENTA_MEDIA_BAJA
TDC;686;SI;SI;SI;0:06:23;22/05/2020 15:03;22/05/2020 15:09;ALTA;H;1/01/1992;46;103;M;50;18/11/2002;4;RENTA_MUY_ALTA
TDC;557;SI;SI;NO;0:01:02;22/05/2020 15:39;22/05/2020 15:40;ALTA;M;1/01/1967;35;5;F;45;24/10/2002;3;RENTA_MEDIA_ALTA
TDC;811;SI;SI;NO;0:00:37;30/03/2020 12:38;30/03/2020 12:38;MEDIA BAJA;M;1/01/1998;33;18;F;27;21/04/2014;1;RENTA_BAJA
TDC;442;SI;SI;NO;0:00:27;30/03/2020 12:52;30/03/2020 12:53;MUY ALTA;M;1/01/1973;36;30;M;37;5/03/2008;6;RENTA_MUY_ALTA
TDC;812;SI;SI;NO;0:03:13;11/05/2020 11:50;11/05/2020 11:53;MEDIA BAJA;M;1/01/1994;38;42;F;61;30/01/2018;2;RENTA_BAJA
TDC;555;SI;SI;NO;0:03:41;8/05/2020 9:36;8/05/2020 9:40;ALTA;H;1/01/1989;47;42;M;57;4/08/2016;2;RENTA_MUY_ALTA
TDC;772;SI;SI;NO;0:01:25;8/05/2020 9:58;8/05/2020 9:59;MUY ALTA;H;1/01/1992;46;103;M;36;8/12/2011;4;RENTA_MEDIA_ALTA
TDC;962;SI;SI;NO;0:04:22;8/05/2020 12:54;8/05/2020 12:59;MEDIA ALTA;M;1/01/1993;34;30;M;38;24/02/2008;1;RENTA_MEDIA_ALTA
TDC;999;SI;SI;NO;0:05:26;8/05/2020 13:37;8/05/2020 13:43;MUY ALTA;-1;1/01/2020;22;0;F;47;1/08/1997;4;RENTA_ALTA
TDC;553;SI;SI;SI;0:03:20;23/03/2020 11:14;23/03/2020 11:18;MUY ALTA;M;1/01/1977;37;30;F;37;12/01/2017;3;RENTA_MEDIA_BAJA
TDC;449;SI;SI;NO;0:02:57;11/05/2020 10:05;11/05/2020 10:08;MEDIA ALTA;M;1/01/1997;43;42;M;37;16/01/2004;3;RENTA_ALTA
TDC;332;SI;SI;NO;0:00:37;13/03/2020 10:39;13/03/2020 10:40;MUY ALTA;-1;1/01/2020;36;0;M;31;17/04/2018;4;RENTA_MEDIA_ALTA
TDC;777;SI;SI;NO;0:00:54;20/03/2020 16:00;20/03/2020 16:01;ALTA;M;1/01/2001;42;18;M;52;4/09/2017;2;RENTA_MEDIA_BAJA
TDC;554;SI;SI;NO;0:01:58;23/03/2020 9:02;23/03/2020 9:04;ALTA;H;1/01/1983;47;30;M;53;4/05/2004;4;RENTA_MEDIA_BAJA
TDC;629;SI;SI;NO;0:01:18;21/03/2020 10:47;21/03/2020 10:49;ALTA;H;1/01/1964;39;78;M;27;20/02/2014;3;RENTA_MEDIA_BAJA
TDC;444;SI;SI;NO;0:00:54;20/03/2020 17:47;20/03/2020 17:48;SIN PROPENSIÓN;M;1/01/1993;41;5;M;24;27/02/2017;3;RENTA_MEDIA_BAJA
TDC;331;SI;SI;NO;0:00:49;23/03/2020 11:08;23/03/2020 11:08;ALTA;M;1/01/1997;38;42;M;38;1/09/2008;4;RENTA_MEDIA_ALTA
TDC;644;SI;SI;SI;0:09:27;23/03/2020 14:35;23/03/2020 14:44;MUY ALTA;M;1/01/1983;48;18;F;23;6/11/2012;3;RENTA_MEDIA_ALTA
TDC;811;SI;SI;NO;0:02:32;23/03/2020 12:59;23/03/2020 13:02;MUY ALTA;H;1/01/1992;53;5;M;27;12/07/2018;2;RENTA_MEDIA_ALTA
TDC;722;SI;SI;SI;0:17:45;23/03/2020 12:23;23/03/2020 12:41;ALTA;H;1/01/1989;47;42;M;33;4/08/2016;3;RENTA_MEDIA_BAJA
TDC;771;SI;SI;NO;0:02:35;11/05/2020 11:03;11/05/2020 11:06;ALTA;M;1/01/1961;28;30;M;47;30/07/2009;3;RENTA_MEDIA_BAJA
TDC;777;SI;SI;SI;0:09:14;11/05/2020 15:31;11/05/2020 15:40;MUY ALTA;M;1/01/2000;49;18;M;33;27/11/2009;2;RENTA_MEDIA_ALTA
TDC;558;SI;SI;NO;0:00:32;11/05/2020 16:18;11/05/2020 16:19;ALTA;M;1/01/1998;33;42;M;28;26/06/2014;2;RENTA_MEDIA_ALTA
TDC;686;SI;SI;NO;0:01:46;11/05/2020 11:24;11/05/2020 11:26;MEDIA BAJA;M;1/01/1965;41;30;M;39;26/06/2006;3;RENTA_ALTA
TDC;686;SI;SI;NO;0:00:52;11/05/2020 12:04;11/05/2020 12:05;MEDIA BAJA;M;1/01/1993;34;30;M;51;15/04/2014;1;RENTA_MEDIA_ALTA
TDC;443;SI;SI;NO;0:00:50;12/05/2020 10:31;12/05/2020 10:32;ALTA;M;1/01/1991;33;127;F;43;4/09/2000;4;RENTA_ALTA
TDC;352;SI;SI;NO;0:06:14;27/03/2020 14:41;27/03/2020 14:47;MEDIA ALTA;M;1/01/1963;35;78;M;35;23/03/2008;2;RENTA_BAJA
TDC;554;SI;SI;NO;0:00:24;20/05/2020 16:40;20/05/2020 16:40;MUY ALTA;M;1/01/1991;20;54;F;22;9/05/2016;3;RENTA_BAJA
TDC;667;SI;SI;NO;0:00:33;21/05/2020 10:57;21/05/2020 10:58;ALTA;M;1/01/1997;38;54;F;35;14/08/2015;2;RENTA_MEDIA_BAJA
TDC;444;SI;SI;NO;0:00:53;21/05/2020 11:21;21/05/2020 11:22;MUY ALTA;M;1/01/1995;33;54;M;31;29/06/2016;2;RENTA_MEDIA_BAJA
TDC;811;SI;SI;NO;0:01:10;27/03/2020 14:23;27/03/2020 14:24;MUY ALTA;M;1/01/1975;35;42;F;38;4/03/2011;3;RENTA_MEDIA_BAJA
TDC;465;SI;SI;NO;0:01:17;17/03/2020 12:42;17/03/2020 12:43;MEDIA ALTA;H;1/01/1975;26;42;F;57;18/12/2018;1;RENTA_ALTA
TDC;554;SI;SI;SI;0:11:53;27/03/2020 13:13;27/03/2020 13:24;SIN PROPENSIÓN;M;1/01/1985;44;209;F;40;15/12/2017;3;RENTA_ALTA
TDC;222;SI;SI;NO;0:00:43;17/03/2020 13:17;17/03/2020 13:18;ALTA;H;1/01/1997;40;30;M;43;2/05/1997;3;RENTA_ALTA
TDC;772;SI;SI;NO;0:01:03;17/03/2020 15:02;17/03/2020 15:03;MUY ALTA;M;1/01/1997;36;30;M;23;21/11/2014;4;RENTA_MEDIA_BAJA
TDC;967;SI;SI;NO;0:01:50;28/03/2020 12:32;28/03/2020 12:34;MEDIA ALTA;M;1/01/1975;35;42;F;40;4/07/2017;1;RENTA_MEDIA_BAJA
TDC;553;SI;SI;NO;0:00:35;30/03/2020 11:50;30/03/2020 11:50;MEDIA ALTA;H;1/01/2000;29;3;F;35;1/02/1999;4;RENTA_MUY_ALTA
TDC;551;SI;SI;NO;0:00:30;30/03/2020 9:46;30/03/2020 9:46;MEDIA ALTA;M;1/01/1995;27;3;F;36;3/04/2007;2;RENTA_MEDIA_BAJA
